trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
326,False,"{'a': 0.5, 'e': 0.052482119066875964}",20,6,23.048565202596023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.05200977999527408}",25,2,30.155128340755436,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.05154169197531661}",20,5,28.41506367032134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.05107781674753876}",30,15,17.278178540090632,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.050618116396810915}",20,10,-21.40907398899587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.050162553349239615}",20,11,13.742559632580424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.049711090369096454}",20,2,30.142159340710155,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.04926369055577459}",20,4,17.18860321611654,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.04882031734077262}",25,16,12.930223098275109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.048380934484705665}",20,8,22.867042516645242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.04794550607434331}",35,17,32.89117457558413,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.04751399651967422}",25,7,10.452157948676337,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.04708637055099715}",20,10,-28.675934696243438,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.046662593216038176}",30,18,16.268186726816737,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.046242629877093835}",25,15,-20.562960260157595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.04582644620819999}",25,0,34.33788202071005,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.04541400819232619}",30,19,23.06598428022294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.04500528211859525}",20,14,10.42773944848609,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.04460023457952789}",30,18,21.873173941727543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.044198832468312146}",25,13,22.785271308042823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.04380104297609733}",25,18,12.54774192695508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.04340683358931246}",20,0,27.80310044928533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.04301617208700865}",30,20,14.479676470138696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.04262902653822557}",25,16,20.3985186250353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.04224536529938154}",20,14,10.960918160257165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.0418651570116871}",20,13,14.05342072048116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.04148837059858192}",20,4,28.946002379260474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.04111497526319468}",35,18,29.160382941727836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.04074494048582593}",20,14,10.222848642823056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.0403782360214535}",20,0,-0.6727143097952712,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.04001483189726041}",20,12,14.500889783864709,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.03965469841018507}",20,6,11.306909421352579,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.039297806124493406}",20,13,6.581296198158977,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.038944125869372966}",20,12,13.623865334836708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.038593628736548605}",35,21,23.789986884076725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.03824628607791967}",20,11,17.789086849252634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.03790206950321839}",20,8,20.103120211314753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.037560950877689424}",20,15,10.007712920459346,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.03722290231979022}",35,9,41.53479969458827,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.036887896198912105}",25,9,27.15569097730475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.036555905133121895}",20,13,13.10078903744032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.0362269019869238}",20,3,32.275279769885266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.035900859869041485}",25,15,18.723742800206264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.03557775213022011}",30,11,26.658651257051623,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.03525755236104813}",20,12,15.96473290813433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.034940234389798694}",25,8,32.88881813457911,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.03462577228029051}",20,8,24.50181452590158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.03431414032976789}",30,7,40.59895997283241,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.034005313066799985}",25,2,-2.5796041454244882,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
375,False,"{'a': 0.5, 'e': 0.033699265249198786}",25,13,22.088781959966685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.033395971861955996}",25,19,-0.4497882510106599,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.03309540811519839}",30,0,38.38845088792108,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.0327975494421616}",20,12,14.568313112785948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.03250237149718215}",25,19,8.41959176211648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.03220985015370751}",25,15,12.27740613923358,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.031919961502324144}",25,8,30.474285973100358,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.031632681848803225}",25,5,30.84387476328066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.031347987712163995}",20,0,29.766355872800716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.5, 'e': 0.031065855822754517}",30,20,15.181788450070176,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.030786263120349728}",25,11,13.921371795176967,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.03050918675226658}",20,13,13.134889976195165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.03023460407149618}",25,14,18.481827904194596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.029962492634852716}",20,13,11.761663986935233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.02969283020113904}",20,6,19.446421249591303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.029425594729328788}",20,9,15.907625439566687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.02916076437676483}",30,8,39.49862654842068,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.028898317497373944}",30,0,45.42188986686294,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.02863823263989758}",25,19,13.211256686126308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.0283804885461385}",30,13,34.630109515015555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.028125064149223254}",25,10,26.755900428773025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.027871938571880243}",20,12,10.455274699905805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.02762109112473332}",20,5,30.09040821355106,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.027372501304610723}",35,19,25.0046744086714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.027126148792869224}",30,16,-1.1570599760948035,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.0268820134537334}",20,16,7.894027798859906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.0266400753326498}",20,13,15.523273575722015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.026400314654655952}",20,10,17.540263847667784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.02616271182276405}",25,11,28.494020979164457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.025927247416359173}",25,9,-13.472567640624167,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.02569390218961194}",25,7,32.52615511319619,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.025462657069905432}",20,13,9.591357908655816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.025233493156276283}",25,9,16.008722053906396,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.025006391717869794}",25,13,20.198932274331575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.024781334192408966}",20,11,16.06280267347877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.024558302184677288}",35,24,7.834089565811914,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.02433727746501519}",30,20,18.768594045928687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.024118241967830054}",20,15,9.648477151344341,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.023901177790119583}",20,14,-0.2458381305695445,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.023686067190008507}",20,7,-18.72331188157877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.02347289258529843}",20,3,-15.749484120172411,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.023261636552030743}",30,22,13.25314108769049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.023052281823062466}",30,16,28.13837098487438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.022844811286654904}",20,6,23.196168897933138,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.02263920798507501}",25,17,15.178656456694346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.022435455113209334}",25,15,4.952759969040346,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.022233536017190452}",20,10,17.316049794819403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.022033434193035738}",25,14,20.312788298635095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.021835133285298413}",20,10,15.957324281549445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.02163861708573073}",25,10,24.732499737145094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.02144386953195915}",20,10,21.332842616619956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.02125087470617152}",25,19,10.561424597484166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.021059616833815974}",25,3,32.670573949047565,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.02087008028231163}",25,18,1.7578826664524136,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.020682249559770827}",20,6,17.347727980026697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.02049610931373289}",20,9,6.556733803184926,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.020311644329909295}",20,3,23.900114498319475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.02012883953094011}",25,12,22.83733553991211,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.01994767997516165}",20,2,31.769571532212105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.019768150855385195}",20,15,9.096489578026791,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.019590237497686725}",20,5,13.101998635728648,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.019413925360207546}",20,14,7.756786746857819,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.019239200031965678}",20,7,22.376597851015564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.01906604723167799}",30,18,25.03519095052002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.018894452806592885}",20,15,10.810414041625535,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.018724402731333547}",25,9,31.695443309677522,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.018555883106751547}",25,12,23.87544176028855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.018388880158790782}",30,8,41.17503219304779,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.018223380237361666}",20,14,8.478545266485712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.01805936981522541}",25,13,22.95101617718203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.01789683548688838}",25,16,16.96212717086796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.017735763967506386}",20,16,7.090487005124645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.01757614209179883}",20,12,18.257312080011353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.01741795681297264}",35,22,25.193583476907662,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.017261195201655883}",20,12,17.202681108993204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.017105844444840982}",20,13,13.749273527384565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.016951891844837412}",30,18,22.950046309317123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.016799324818233874}",30,10,-6.245152583134161,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
453,False,"{'a': 0.5, 'e': 0.01664813089486977}",20,13,13.297614493783488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.016498297716815942}",25,18,13.137343965273853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.0163498130373646}",30,20,20.13381710487107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.016202664720028317}",20,1,32.22664804748777,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.016056840737548064}",20,10,16.405324895146236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.01591232917091013}",25,18,12.0686383355111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.01576911820837194}",20,9,19.464484544742728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.01562719614449659}",25,11,23.399002036329858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.015486551379196122}",20,8,22.66291208535231,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.015347172416783355}",25,6,33.62640966971359,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.015209047865032306}",20,11,-26.231798446911746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
464,False,"{'a': 0.5, 'e': 0.015072166434247015}",20,9,19.796453187657118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.014936516936338792}",30,16,23.584373304959612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.014802088283911743}",20,14,10.357415616988295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.014668869489356537}",25,16,-24.146316353276283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.014536849663952328}",30,11,29.904554483164684,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.014406018016976756}",20,7,23.442340184194926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.014276363854823965}",20,13,14.2471456866143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
